Pm2.5,Pm10,No2,So2,Co,Aqi,Date,City
162.67,108.43,58.07,43.02,7.96,192,2023-08-06,Houston
24.64,81.62,41.22,37.3,0.38,382,2023-08-07,Houston
163.95,20.37,36.79,3.53,9.49,283,2023-08-08,Houston
122.42,295.85,17.49,32.14,4.66,13,2023-08-09,Houston
74.74,20.79,21.59,32.95,7.34,226,2023-08-10,Houston
72.75,204.02,14.77,17.27,6.99,302,2023-08-11,Houston
69.14,141.03,11.09,27.52,7.95,190,2023-08-12,Houston
150.84,283.35,7.92,34.35,9.83,31,2023-08-13,Houston
22.68,23.15,33.38,20.56,0.35,94,2023-08-14,Houston
194.5,248.81,56.92,28.63,7.33,150,2023-08-15,Houston
31.03,158.1,99.44,11.04,6.02,498,2023-08-16,Houston
75.81,183.01,52.23,24.23,2.8,490,2023-08-17,Houston
49.72,199.84,74.13,43.44,5.64,429,2023-08-18,Houston
106.56,78.76,69.7,45.81,4.88,58,2023-08-19,Houston
107.93,81.93,76.76,19.98,9.95,214,2023-08-20,Houston
183.04,237.28,19.73,8.46,7.75,161,2023-08-21,Houston
177.54,263.29,54.45,31.88,9.87,475,2023-08-22,Houston
33.79,91.4,57.41,47.62,5.36,317,2023-08-23,Houston
168.32,237.13,46.52,30.85,2.67,201,2023-08-24,Houston
113.49,238.13,6.35,48.75,8.22,370,2023-08-25,Houston
186.02,271.23,21.97,36.39,8.2,174,2023-08-26,Houston
22.9,116.12,10.49,26.32,7.29,375,2023-08-27,Houston
114.86,153.49,67.22,25.73,3.75,464,2023-08-28,Houston
170.59,20.03,74.67,4.12,9.64,422,2023-08-29,Houston
123.67,244.37,51.6,25.28,2.27,432,2023-08-30,Houston
21.41,253.69,30.82,15.41,0.68,231,2023-08-31,Houston
33.83,24.31,20.0,31.44,1.74,248,2023-09-01,Houston
47.32,238.68,67.02,29.33,7.57,144,2023-09-02,Houston
196.48,277.47,57.74,3.18,5.59,400,2023-09-03,Houston
33.35,253.17,95.8,14.47,9.6,435,2023-09-04,Houston
158.08,44.44,76.62,25.15,1.21,320,2023-09-05,Houston
78.93,46.73,68.78,35.47,1.93,374,2023-09-06,Houston
193.96,293.22,74.9,40.75,3.29,492,2023-09-07,Houston
108.02,94.27,13.18,36.7,9.07,472,2023-09-08,Houston
39.08,168.53,95.5,3.18,2.5,41,2023-09-09,Houston
117.46,108.64,43.87,43.87,8.26,60,2023-09-10,Houston
28.52,33.21,31.94,41.12,8.15,220,2023-09-11,Houston
117.97,82.53,53.59,37.26,3.26,90,2023-09-12,Houston
82.99,49.88,30.32,30.77,7.55,491,2023-09-13,Houston
156.41,178.87,27.43,7.64,4.3,319,2023-09-14,Houston
120.3,49.64,88.79,26.01,6.29,188,2023-09-15,Houston
42.24,250.8,87.54,47.84,6.15,326,2023-09-16,Houston
89.24,208.29,14.06,27.1,6.2,451,2023-09-17,Houston
49.21,180.1,59.06,18.12,5.51,43,2023-09-18,Houston
57.31,102.81,87.02,16.38,7.82,254,2023-09-19,Houston
199.83,67.25,93.56,37.35,0.7,413,2023-09-20,Houston
131.91,258.02,25.46,3.89,1.89,283,2023-09-21,Houston
190.32,235.81,13.57,23.08,5.52,250,2023-09-22,Houston
177.74,160.79,21.49,42.28,3.41,309,2023-09-23,Houston
195.25,104.01,29.99,26.45,5.52,276,2023-09-24,Houston
177.26,144.58,35.35,19.33,4.61,385,2023-09-25,Houston
114.65,229.52,93.49,45.28,3.99,102,2023-09-26,Houston
20.66,155.06,96.09,49.49,7.88,255,2023-09-27,Houston
69.59,154.67,95.99,22.19,8.92,495,2023-09-28,Houston
141.66,111.72,75.05,32.83,2.31,358,2023-09-29,Houston
176.5,108.55,61.08,32.81,2.46,89,2023-09-30,Houston
176.71,83.01,61.01,11.15,1.17,236,2023-10-01,Houston
77.63,271.02,87.39,36.87,4.6,175,2023-10-02,Houston
24.69,146.46,97.88,2.14,0.88,159,2023-10-03,Houston
175.24,82.12,37.02,4.85,5.67,447,2023-10-04,Houston
56.03,156.51,27.64,15.47,4.96,103,2023-10-05,Houston
20.18,103.01,24.18,14.3,6.02,201,2023-10-06,Houston
128.93,21.4,18.54,26.57,7.07,471,2023-10-07,Houston
198.84,98.44,82.4,6.71,0.69,350,2023-10-08,Houston
29.17,279.05,17.48,9.79,0.4,265,2023-10-09,Houston
57.95,227.72,54.11,3.62,4.8,54,2023-10-10,Houston
24.03,84.01,26.17,9.17,0.89,286,2023-10-11,Houston
22.7,75.22,30.76,38.17,5.42,71,2023-10-12,Houston
101.42,133.73,32.27,32.62,6.63,470,2023-10-13,Houston
94.95,41.3,55.44,26.35,7.2,474,2023-10-14,Houston
180.84,179.13,55.11,20.43,4.34,443,2023-10-15,Houston
141.59,103.53,14.64,48.82,6.16,241,2023-10-16,Houston
196.55,234.14,68.61,11.37,1.59,109,2023-10-17,Houston
38.0,291.63,69.49,43.82,8.52,408,2023-10-18,Houston
181.04,198.76,98.69,27.72,5.78,421,2023-10-19,Houston
44.99,37.54,28.62,7.27,4.8,210,2023-10-20,Houston
59.64,49.62,13.76,36.72,0.56,471,2023-10-21,Houston
25.62,154.07,55.02,45.72,7.93,340,2023-10-22,Houston
164.19,239.65,52.85,38.57,7.49,127,2023-10-23,Houston
105.17,273.52,31.41,19.12,9.47,348,2023-10-24,Houston
29.54,270.08,18.14,16.35,8.14,101,2023-10-25,Houston
69.66,256.06,60.08,18.1,2.54,286,2023-10-26,Houston
44.38,205.8,34.91,32.84,2.62,120,2023-10-27,Houston
131.38,150.92,13.89,5.72,0.25,24,2023-10-28,Houston
151.78,266.33,59.46,22.1,0.21,51,2023-10-29,Houston
128.58,181.43,57.61,29.11,4.11,113,2023-10-30,Houston
47.12,42.25,26.33,7.85,6.38,313,2023-10-31,Houston
87.86,180.81,88.33,17.2,8.08,70,2023-11-01,Houston
199.32,113.64,26.98,28.24,4.79,383,2023-11-02,Houston
76.89,77.69,80.11,4.85,4.73,17,2023-11-03,Houston
39.26,167.71,49.03,27.24,9.33,438,2023-11-04,Houston
159.84,244.26,21.38,21.92,1.62,240,2023-11-05,Houston
140.74,289.82,30.19,7.74,8.73,288,2023-11-06,Houston
183.77,141.62,5.02,37.13,3.2,92,2023-11-07,Houston
121.27,81.66,53.76,29.61,5.81,238,2023-11-08,Houston
125.28,275.11,72.83,36.26,4.69,60,2023-11-09,Houston
115.59,270.14,27.04,25.57,6.14,374,2023-11-10,Houston
72.48,158.58,6.94,15.79,5.7,87,2023-11-11,Houston
76.51,178.15,67.01,29.68,3.98,64,2023-11-12,Houston
66.21,199.45,75.96,43.49,3.02,369,2023-11-13,Houston
89.13,206.05,41.41,29.25,9.99,397,2023-11-14,Houston
41.59,281.89,51.16,44.78,5.44,147,2023-11-15,Houston
193.18,256.23,67.54,43.94,1.62,332,2023-11-16,Houston
10.33,112.71,9.17,12.91,4.74,398,2023-11-17,Houston
91.56,142.1,7.74,31.77,4.66,484,2023-11-18,Houston
85.73,166.88,64.19,7.43,0.22,45,2023-11-19,Houston
109.7,287.85,94.62,47.57,9.59,417,2023-11-20,Houston
121.58,88.4,95.77,23.79,5.74,469,2023-11-21,Houston
139.51,209.13,56.26,33.82,1.22,358,2023-11-22,Houston
186.83,227.99,94.29,5.08,3.03,248,2023-11-23,Houston
139.16,96.2,69.21,35.05,2.03,354,2023-11-24,Houston
63.86,57.39,77.77,22.13,0.81,331,2023-11-25,Houston
148.81,228.45,70.48,3.63,4.8,100,2023-11-26,Houston
29.03,253.71,73.35,38.27,7.1,190,2023-11-27,Houston
46.99,71.58,43.7,46.8,0.57,210,2023-11-28,Houston
61.53,297.48,15.15,31.57,3.87,235,2023-11-29,Houston
67.08,156.14,97.01,9.23,3.15,325,2023-11-30,Houston
165.71,53.75,32.2,4.87,2.48,443,2023-12-01,Houston
91.39,212.91,57.28,10.7,4.08,415,2023-12-02,Houston
38.79,75.69,78.62,31.88,5.13,168,2023-12-03,Houston
78.48,229.54,15.43,43.85,6.02,69,2023-12-04,Houston
77.57,22.56,34.94,21.36,4.86,37,2023-12-05,Houston
191.49,212.1,34.21,7.85,0.44,19,2023-12-06,Houston
155.57,278.3,18.24,37.95,10.0,412,2023-12-07,Houston
101.55,272.56,87.17,2.2,7.72,299,2023-12-08,Houston
115.82,294.56,95.56,36.26,3.12,19,2023-12-09,Houston
148.5,258.69,95.57,40.14,6.73,89,2023-12-10,Houston
180.28,74.91,46.66,17.58,8.29,424,2023-12-11,Houston
117.47,63.58,97.77,7.75,7.93,245,2023-12-12,Houston
42.28,52.47,23.63,36.7,2.13,64,2023-12-13,Houston
90.74,288.25,17.97,20.94,7.84,121,2023-12-14,Houston
111.92,169.2,15.9,18.04,4.81,472,2023-12-15,Houston
119.02,279.33,35.24,37.96,7.96,154,2023-12-16,Houston
69.02,32.36,17.21,18.0,9.65,171,2023-12-17,Houston
120.77,140.71,65.4,18.96,3.35,237,2023-12-18,Houston
50.09,157.63,25.53,20.22,2.79,454,2023-12-19,Houston
89.17,51.71,55.19,22.41,0.53,437,2023-12-20,Houston
95.91,144.41,81.61,30.25,2.9,167,2023-12-21,Houston
156.91,54.21,58.13,23.03,8.83,135,2023-12-22,Houston
112.81,285.07,67.74,14.06,5.13,475,2023-12-23,Houston
158.74,158.9,24.89,25.26,8.09,144,2023-12-24,Houston
119.41,275.68,37.31,42.66,2.84,97,2023-12-25,Houston
73.2,23.4,31.87,4.45,2.0,80,2023-12-26,Houston
65.96,292.61,92.1,47.67,1.82,254,2023-12-27,Houston
64.57,121.26,72.09,6.11,6.52,6,2023-12-28,Houston
15.43,109.83,36.13,9.5,7.73,143,2023-12-29,Houston
170.32,198.3,50.15,4.52,0.73,121,2023-12-30,Houston
129.18,91.99,58.31,38.57,7.98,403,2023-12-31,Houston
11.53,250.88,86.27,7.47,8.87,476,2024-01-01,Houston
185.33,98.3,91.29,28.02,8.71,178,2024-01-02,Houston
36.25,118.02,56.94,28.06,1.3,104,2024-01-03,Houston
90.91,90.43,37.07,22.66,9.26,357,2024-01-04,Houston
84.66,93.27,64.98,30.48,3.22,247,2024-01-05,Houston
10.42,79.37,34.15,27.5,3.39,139,2024-01-06,Houston
89.9,176.85,64.65,40.14,7.95,167,2024-01-07,Houston
193.5,265.58,76.66,22.48,5.47,255,2024-01-08,Houston
58.5,121.7,49.34,13.34,1.76,328,2024-01-09,Houston
61.47,151.18,7.74,41.14,5.85,457,2024-01-10,Houston
110.24,35.99,42.46,34.46,2.43,442,2024-01-11,Houston
28.48,37.22,80.34,14.41,9.81,28,2024-01-12,Houston
45.66,78.3,75.38,20.56,4.67,154,2024-01-13,Houston
20.85,36.64,19.53,9.34,2.48,331,2024-01-14,Houston
90.73,105.6,22.25,26.48,6.68,331,2024-01-15,Houston
46.33,181.41,22.1,39.58,5.69,281,2024-01-16,Houston
78.96,27.95,77.47,36.31,9.16,499,2024-01-17,Houston
161.97,146.67,47.33,16.3,0.66,21,2024-01-18,Houston
96.53,285.14,33.11,7.57,3.43,486,2024-01-19,Houston
23.34,202.35,66.52,38.4,8.9,103,2024-01-20,Houston
189.27,185.18,16.98,22.5,0.86,36,2024-01-21,Houston
79.63,171.12,6.85,22.23,5.98,54,2024-01-22,Houston
178.55,247.21,93.82,10.05,3.04,188,2024-01-23,Houston
62.15,35.85,65.24,10.56,7.19,369,2024-01-24,Houston
64.4,160.94,26.3,40.48,2.63,28,2024-01-25,Houston
35.63,44.61,50.57,12.63,1.66,236,2024-01-26,Houston
180.15,183.58,28.23,20.74,7.23,415,2024-01-27,Houston
60.31,178.33,30.09,10.62,2.5,444,2024-01-28,Houston
197.45,91.12,32.09,12.32,9.06,255,2024-01-29,Houston
99.03,108.46,61.02,45.76,3.56,58,2024-01-30,Houston
19.77,238.28,13.9,21.1,7.58,53,2024-01-31,Houston
144.87,22.36,82.48,33.64,5.62,495,2024-02-01,Houston
158.65,42.44,87.75,14.99,4.96,72,2024-02-02,Houston
189.37,26.54,23.82,48.23,5.77,129,2024-02-03,Houston
48.44,140.52,81.58,2.68,3.84,104,2024-02-04,Houston
142.67,146.86,52.85,24.81,3.07,271,2024-02-05,Houston
124.17,267.08,20.6,17.88,6.14,189,2024-02-06,Houston
82.67,244.98,68.9,15.32,9.15,52,2024-02-07,Houston
127.78,90.76,60.87,20.34,8.35,365,2024-02-08,Houston
147.13,171.85,82.95,7.25,7.95,447,2024-02-09,Houston
96.18,30.53,66.21,10.98,3.61,204,2024-02-10,Houston
66.8,279.83,73.51,20.39,6.63,37,2024-02-11,Houston
164.36,43.67,66.51,36.55,4.51,56,2024-02-12,Houston
80.28,40.02,66.16,34.56,9.76,164,2024-02-13,Houston
13.43,126.84,95.59,15.4,1.61,212,2024-02-14,Houston
107.82,174.25,57.25,23.48,3.71,383,2024-02-15,Houston
150.8,73.76,88.74,4.19,9.58,495,2024-02-16,Houston
155.33,237.73,81.91,3.01,7.43,219,2024-02-17,Houston
155.56,272.7,82.51,36.84,1.3,251,2024-02-18,Houston
66.86,34.26,52.04,46.85,5.23,250,2024-02-19,Houston
20.46,227.39,53.81,45.62,5.97,372,2024-02-20,Houston
182.53,257.14,65.22,12.89,2.22,89,2024-02-21,Houston
21.56,282.13,88.76,12.37,0.67,33,2024-02-22,Houston
17.84,108.67,84.58,7.95,1.14,423,2024-02-23,Houston
172.06,186.68,13.53,14.11,1.16,318,2024-02-24,Houston
12.48,20.56,88.66,45.92,3.04,379,2024-02-25,Houston
168.26,147.07,64.05,20.44,1.0,24,2024-02-26,Houston
38.29,216.5,21.58,34.31,6.51,17,2024-02-27,Houston
34.03,268.02,35.8,47.38,7.41,100,2024-02-28,Houston
98.82,284.26,33.81,45.26,1.45,356,2024-02-29,Houston
160.78,156.6,16.68,15.34,7.43,22,2024-03-01,Houston
153.58,234.04,64.01,44.46,5.29,223,2024-03-02,Houston
167.18,122.17,37.21,33.58,2.88,32,2024-03-03,Houston
165.54,79.11,15.54,31.23,0.18,39,2024-03-04,Houston
50.76,112.82,34.28,37.17,4.87,191,2024-03-05,Houston
45.75,192.19,8.68,9.32,7.56,221,2024-03-06,Houston
158.76,107.54,81.33,47.2,4.45,450,2024-03-07,Houston
199.58,174.41,46.11,14.34,3.91,66,2024-03-08,Houston
57.77,79.07,19.05,44.65,9.3,120,2024-03-09,Houston
82.52,260.25,42.88,36.05,1.33,0,2024-03-10,Houston
104.23,33.25,52.22,38.56,6.9,258,2024-03-11,Houston
105.65,275.04,82.09,30.77,5.42,355,2024-03-12,Houston
91.28,79.72,92.64,3.94,4.73,64,2024-03-13,Houston
172.57,249.17,53.09,28.02,0.22,346,2024-03-14,Houston
70.65,299.18,68.21,9.04,6.41,233,2024-03-15,Houston
174.96,116.08,66.89,5.32,4.51,103,2024-03-16,Houston
27.46,276.75,43.65,25.2,0.83,144,2024-03-17,Houston
178.53,121.75,90.34,6.88,7.03,108,2024-03-18,Houston
149.09,88.58,6.12,32.14,3.36,394,2024-03-19,Houston
93.18,174.91,84.16,9.82,1.25,473,2024-03-20,Houston
14.59,85.47,42.59,10.68,0.38,480,2024-03-21,Houston
116.51,203.8,44.89,9.97,0.58,355,2024-03-22,Houston
82.66,38.26,59.81,29.56,0.89,161,2024-03-23,Houston
119.49,276.86,67.57,3.69,6.61,279,2024-03-24,Houston
34.73,239.43,69.24,47.04,5.82,365,2024-03-25,Houston
179.0,32.46,58.69,23.21,4.93,259,2024-03-26,Houston
157.68,171.41,76.08,8.03,4.25,148,2024-03-27,Houston
107.28,211.46,61.22,43.38,3.18,481,2024-03-28,Houston
91.11,144.66,39.15,43.07,7.4,497,2024-03-29,Houston
165.54,63.75,88.66,7.28,0.53,359,2024-03-30,Houston
34.13,273.6,65.18,45.37,0.43,379,2024-03-31,Houston
192.25,81.6,65.44,42.21,7.61,350,2024-04-01,Houston
145.98,274.73,37.23,26.64,4.29,106,2024-04-02,Houston
80.76,89.31,21.9,2.65,8.18,53,2024-04-03,Houston
28.26,129.54,67.97,10.85,6.78,308,2024-04-04,Houston
35.84,113.93,21.32,9.14,9.92,112,2024-04-05,Houston
48.0,284.2,24.24,19.47,1.76,492,2024-04-06,Houston
67.49,112.21,73.46,44.29,4.78,330,2024-04-07,Houston
66.09,294.37,15.17,40.13,2.21,470,2024-04-08,Houston
124.48,123.14,32.84,29.87,5.63,403,2024-04-09,Houston
155.93,279.97,16.73,8.28,9.47,166,2024-04-10,Houston
68.05,106.74,76.4,31.17,7.74,389,2024-04-11,Houston
65.82,200.98,48.72,11.88,0.96,497,2024-04-12,Houston
196.44,193.48,92.67,41.69,1.03,337,2024-04-13,Houston
134.04,155.15,46.2,36.13,8.12,69,2024-04-14,Houston
64.74,275.71,65.78,36.85,9.52,421,2024-04-15,Houston
88.66,212.48,19.2,3.01,5.43,181,2024-04-16,Houston
11.05,64.27,57.73,3.0,6.85,161,2024-04-17,Houston
60.73,162.3,27.25,25.42,3.82,205,2024-04-18,Houston
122.39,197.72,12.0,20.37,3.5,352,2024-04-19,Houston
89.28,282.73,11.2,5.41,4.07,412,2024-04-20,Houston
164.35,88.51,89.57,21.11,1.44,175,2024-04-21,Houston
138.09,239.9,9.98,30.12,6.66,138,2024-04-22,Houston
94.02,53.71,89.75,37.21,6.69,456,2024-04-23,Houston
82.51,81.24,54.24,28.15,4.91,29,2024-04-24,Houston
52.38,54.99,90.36,37.31,2.75,8,2024-04-25,Houston
19.68,183.52,53.89,30.86,5.99,297,2024-04-26,Houston
142.21,126.97,84.35,38.11,1.63,275,2024-04-27,Houston
66.18,86.34,51.41,38.58,7.31,475,2024-04-28,Houston
15.57,119.01,12.01,18.35,6.64,84,2024-04-29,Houston
147.05,263.71,17.08,38.36,1.77,331,2024-04-30,Houston
17.96,181.24,89.96,42.81,5.29,32,2024-05-01,Houston
90.93,30.5,11.9,28.44,6.92,457,2024-05-02,Houston
99.78,78.69,77.77,18.26,0.83,263,2024-05-03,Houston
107.2,114.38,25.55,17.33,5.97,94,2024-05-04,Houston
40.52,150.4,87.7,7.79,6.57,248,2024-05-05,Houston
116.37,68.52,89.35,31.61,3.95,273,2024-05-06,Houston
56.98,126.26,14.48,29.18,5.37,323,2024-05-07,Houston
117.05,290.49,66.45,45.19,2.75,407,2024-05-08,Houston
172.89,194.62,72.85,7.55,6.43,142,2024-05-09,Houston
189.16,24.37,77.89,47.28,8.32,404,2024-05-10,Houston
197.83,59.93,58.7,24.27,8.66,34,2024-05-11,Houston
58.86,105.72,32.87,20.86,8.63,226,2024-05-12,Houston
136.75,226.63,13.2,37.68,9.6,11,2024-05-13,Houston
170.53,184.81,7.63,39.17,4.33,479,2024-05-14,Houston
163.93,252.32,16.79,41.91,9.13,146,2024-05-15,Houston
113.32,83.1,43.25,32.74,3.54,427,2024-05-16,Houston
134.84,201.95,48.01,34.59,2.13,316,2024-05-17,Houston
50.82,57.03,53.45,7.06,6.57,8,2024-05-18,Houston
127.63,187.04,35.24,6.52,3.81,289,2024-05-19,Houston
113.01,223.54,72.38,10.67,5.07,439,2024-05-20,Houston
78.26,26.59,64.55,18.03,8.63,74,2024-05-21,Houston
73.27,96.51,67.83,37.68,3.86,491,2024-05-22,Houston
32.36,60.72,19.68,25.7,9.44,65,2024-05-23,Houston
36.87,178.77,65.44,45.48,6.38,491,2024-05-24,Houston
137.59,80.3,33.85,12.51,3.0,243,2024-05-25,Houston
94.54,276.11,91.81,23.79,0.98,366,2024-05-26,Houston
177.66,63.44,52.35,13.65,5.39,39,2024-05-27,Houston
97.87,219.89,65.53,9.94,1.36,393,2024-05-28,Houston
189.62,26.32,61.39,11.21,9.73,168,2024-05-29,Houston
79.94,225.95,41.44,3.87,6.34,495,2024-05-30,Houston
113.41,209.75,70.43,14.92,8.46,393,2024-05-31,Houston
72.76,132.52,69.37,21.75,7.96,455,2024-06-01,Houston
152.2,88.01,15.15,16.73,9.82,16,2024-06-02,Houston
24.39,81.37,45.02,33.84,1.91,117,2024-06-03,Houston
107.99,174.8,65.49,11.02,2.37,135,2024-06-04,Houston
143.33,249.6,71.44,28.7,5.49,54,2024-06-05,Houston
90.75,192.74,8.11,8.2,7.91,271,2024-06-06,Houston
44.92,23.83,93.72,28.53,2.46,325,2024-06-07,Houston
108.04,108.02,7.87,14.96,9.26,266,2024-06-08,Houston
139.91,52.06,11.85,21.87,6.23,263,2024-06-09,Houston
29.62,213.81,97.2,7.09,4.28,13,2024-06-10,Houston
140.34,222.42,78.97,14.41,1.71,385,2024-06-11,Houston
125.68,81.31,12.07,16.22,5.68,362,2024-06-12,Houston
187.41,31.94,44.48,24.3,6.45,421,2024-06-13,Houston
99.1,299.17,11.57,29.67,0.83,436,2024-06-14,Houston
22.21,176.22,9.79,25.52,3.26,88,2024-06-15,Houston
128.67,137.97,79.48,45.98,1.65,148,2024-06-16,Houston
80.76,257.52,8.26,28.22,7.84,223,2024-06-17,Houston
169.48,102.76,76.01,45.14,8.23,464,2024-06-18,Houston
97.8,228.85,88.27,22.67,1.84,486,2024-06-19,Houston
81.28,217.03,45.34,2.09,0.92,470,2024-06-20,Houston
154.81,65.91,13.01,14.4,5.33,183,2024-06-21,Houston
156.24,95.66,57.57,12.83,6.91,301,2024-06-22,Houston
185.91,204.46,20.4,42.75,6.32,305,2024-06-23,Houston
181.18,272.21,56.66,31.36,8.47,114,2024-06-24,Houston
55.78,24.01,71.71,27.06,5.04,397,2024-06-25,Houston
70.14,149.76,27.45,29.54,9.53,466,2024-06-26,Houston
150.32,214.18,56.68,21.91,1.61,388,2024-06-27,Houston
137.56,42.94,82.12,48.32,8.54,77,2024-06-28,Houston
75.77,108.01,51.04,47.68,3.97,368,2024-06-29,Houston
16.04,225.78,17.42,44.97,4.17,183,2024-06-30,Houston
158.9,131.54,32.22,24.78,1.28,117,2024-07-01,Houston
112.78,202.36,56.83,35.3,6.6,112,2024-07-02,Houston
63.44,252.67,81.74,22.47,5.21,55,2024-07-03,Houston
35.61,237.61,33.64,26.38,6.04,442,2024-07-04,Houston
134.81,273.64,42.31,2.66,1.02,473,2024-07-05,Houston
105.22,171.79,44.71,8.28,4.02,359,2024-07-06,Houston
147.68,134.3,63.66,44.96,6.11,263,2024-07-07,Houston
176.57,34.04,22.08,29.2,3.36,19,2024-07-08,Houston
96.56,229.38,33.62,47.55,9.81,349,2024-07-09,Houston
191.03,28.68,98.59,47.28,2.05,429,2024-07-10,Houston
75.4,257.81,28.3,48.24,5.81,476,2024-07-11,Houston
138.97,226.29,59.83,33.56,6.31,287,2024-07-12,Houston
183.46,276.09,71.41,22.67,0.97,201,2024-07-13,Houston
193.47,69.91,48.81,4.48,9.11,287,2024-07-14,Houston
87.54,80.07,32.41,10.75,9.9,499,2024-07-15,Houston
35.02,103.3,86.77,16.13,5.5,211,2024-07-16,Houston
38.35,163.14,46.05,47.36,7.37,340,2024-07-17,Houston
184.72,239.34,28.31,49.77,8.35,239,2024-07-18,Houston
150.81,110.36,93.1,21.3,7.07,205,2024-07-19,Houston
158.4,148.27,89.3,32.03,2.24,98,2024-07-20,Houston
178.02,174.1,87.21,49.5,2.17,497,2024-07-21,Houston
84.36,124.56,34.29,34.99,4.09,218,2024-07-22,Houston
33.02,287.12,84.62,7.16,0.55,36,2024-07-23,Houston
114.72,98.0,99.98,29.61,4.31,335,2024-07-24,Houston
196.17,246.56,61.76,45.68,4.71,291,2024-07-25,Houston
162.44,204.25,87.79,21.18,2.38,475,2024-07-26,Houston
105.12,75.18,18.65,19.12,2.79,95,2024-07-27,Houston
186.74,48.66,7.53,20.36,5.79,53,2024-07-28,Houston
163.31,90.25,79.25,48.02,6.17,255,2024-07-29,Houston
175.39,284.51,25.55,31.57,5.7,207,2024-07-30,Houston
179.62,81.65,20.93,12.48,0.51,232,2024-07-31,Houston
56.12,114.06,46.29,36.47,5.47,431,2024-08-01,Houston
155.51,120.71,55.53,25.35,9.36,469,2024-08-02,Houston
189.97,78.95,81.65,16.24,0.4,12,2024-08-03,Houston
105.34,35.45,61.86,7.65,6.07,44,2024-08-04,Houston
122.51,163.05,74.7,46.27,4.48,295,2024-08-05,Houston
172.76,217.19,67.87,48.06,9.86,422,2024-08-06,Houston
10.78,121.54,53.66,19.56,9.96,126,2024-08-07,Houston
107.17,295.04,9.39,21.28,6.25,142,2024-08-08,Houston
142.97,37.66,87.93,6.69,4.54,420,2024-08-09,Houston
80.95,125.34,94.39,25.61,3.92,54,2024-08-10,Houston
19.93,232.11,64.8,21.32,0.31,458,2024-08-11,Houston
145.79,171.55,87.91,28.58,3.59,384,2024-08-12,Houston
101.35,239.88,85.04,16.17,3.96,1,2024-08-13,Houston
194.36,205.96,23.19,43.88,9.03,277,2024-08-14,Houston
147.82,93.51,60.22,48.14,1.79,136,2024-08-15,Houston
121.06,110.17,13.06,44.85,0.41,378,2024-08-16,Houston
197.51,125.85,37.24,45.58,5.54,164,2024-08-17,Houston
113.55,101.75,20.65,5.92,3.5,270,2024-08-18,Houston
156.68,201.09,32.62,36.25,1.37,470,2024-08-19,Houston
112.25,224.03,55.39,37.23,0.3,351,2024-08-20,Houston
38.14,269.26,91.32,5.11,6.32,391,2024-08-21,Houston
111.33,181.64,21.28,45.72,3.7,144,2024-08-22,Houston
99.03,71.24,86.92,44.15,5.26,8,2024-08-23,Houston
44.18,232.36,33.64,21.86,6.01,104,2024-08-24,Houston
127.18,54.53,15.3,15.26,3.24,365,2024-08-25,Houston
45.71,217.43,9.85,21.57,4.3,378,2024-08-26,Houston
199.4,281.81,82.21,13.06,4.74,167,2024-08-27,Houston
24.26,50.48,17.33,11.11,8.32,195,2024-08-28,Houston
67.39,174.35,92.39,33.13,6.89,12,2024-08-29,Houston
102.36,50.82,55.67,38.99,9.67,341,2024-08-30,Houston
110.0,24.26,20.85,17.4,7.42,23,2024-08-31,Houston
58.89,280.54,48.04,42.74,6.82,481,2024-09-01,Houston
115.79,195.07,70.95,37.71,8.43,171,2024-09-02,Houston
25.21,122.29,81.59,35.16,9.99,53,2024-09-03,Houston
85.65,259.61,42.42,6.94,9.2,98,2024-09-04,Houston
86.79,233.76,58.42,4.16,5.49,274,2024-09-05,Houston
131.88,119.84,14.07,28.89,5.39,30,2024-09-06,Houston
72.83,54.29,33.07,33.78,6.74,314,2024-09-07,Houston
117.12,33.21,96.51,44.68,6.21,276,2024-09-08,Houston
46.24,21.27,47.69,45.16,0.53,5,2024-09-09,Houston
90.39,27.92,76.12,33.58,3.87,472,2024-09-10,Houston
91.64,180.53,7.12,10.81,1.04,19,2024-09-11,Houston
131.37,58.53,59.7,32.85,4.46,409,2024-09-12,Houston
106.56,113.43,66.84,26.96,8.21,325,2024-09-13,Houston
16.64,241.16,33.02,3.84,9.86,117,2024-09-14,Houston
180.05,157.41,64.79,8.41,0.53,303,2024-09-15,Houston
74.29,262.58,97.8,45.88,0.22,61,2024-09-16,Houston
61.86,194.81,41.89,32.07,5.56,123,2024-09-17,Houston
60.43,255.24,26.73,7.72,8.96,355,2024-09-18,Houston
40.85,46.81,84.92,48.41,5.27,151,2024-09-19,Houston
161.35,281.33,73.55,49.44,1.27,362,2024-09-20,Houston
75.06,299.71,28.96,2.98,8.72,370,2024-09-21,Houston
25.37,24.35,29.57,46.89,1.53,206,2024-09-22,Houston
59.8,42.09,95.92,42.78,1.35,267,2024-09-23,Houston
22.76,166.82,19.35,13.1,0.33,371,2024-09-24,Houston
173.26,52.3,82.61,8.24,6.4,81,2024-09-25,Houston
151.96,249.87,24.57,44.21,6.59,308,2024-09-26,Houston
19.85,251.3,51.36,29.82,6.09,150,2024-09-27,Houston
197.14,78.21,87.76,4.5,9.28,381,2024-09-28,Houston
39.98,89.76,92.51,43.93,5.66,283,2024-09-29,Houston
190.56,194.75,95.46,24.74,7.99,302,2024-09-30,Houston
185.77,261.1,59.82,21.56,3.64,139,2024-10-01,Houston
